id_cliente,nome_cliente,data_cadastro,cep,cidade,uf,segmento_cliente,status_cliente
3857,Cliente 03857,2024-12-27,,,,Recorrente,Ativo
3858,Cliente 03858,2025-03-16,,,,Novo,Ativo
3859,Cliente 03859,2024-01-26,,,,Novo,Ativo
3860,Cliente 03860,2024-01-25,,,,Recorrente,Ativo
3861,Cliente 03861,2025-01-28,,,,Recorrente,Ativo
3862,Cliente 03862,2025-05-21,,,,Novo,Ativo
3863,Cliente 03863,2024-10-27,,,,Novo,Inativo
3864,Cliente 03864,2024-12-04,,,,Novo,Ativo
3865,Cliente 03865,2024-09-23,,,,Recorrente,Ativo
3866,Cliente 03866,2025-04-05,,,,VIP,Ativo
3867,Cliente 03867,2025-11-23,,,,Novo,Inativo
3868,Cliente 03868,2025-03-31,,,,Recorrente,Inativo
3869,Cliente 03869,2024-12-25,,,,Novo,Ativo
3870,Cliente 03870,2024-03-08,,,,Novo,Ativo
3871,Cliente 03871,2025-02-15,,,,Novo,Ativo
3872,Cliente 03872,2025-05-05,,,,Recorrente,Inativo
3873,Cliente 03873,2024-02-18,,,,Novo,Ativo
3874,Cliente 03874,2025-11-17,,,,Novo,Ativo
3875,Cliente 03875,2025-07-17,,,,Novo,Ativo
3876,Cliente 03876,2024-04-11,,,,Novo,Ativo
3877,Cliente 03877,2024-08-03,,,,Novo,Ativo
3878,Cliente 03878,2025-03-13,,,,Recorrente,Ativo
3879,Cliente 03879,2025-11-30,,,,Novo,Inativo
3880,Cliente 03880,2025-07-22,,,,Recorrente,Ativo
3881,Cliente 03881,2025-07-12,,,,Novo,Ativo
3882,Cliente 03882,2024-06-07,,,,Novo,Ativo
3883,Cliente 03883,2025-05-03,,,,Novo,Ativo
3884,Cliente 03884,2025-11-16,,,,Novo,Ativo
3885,Cliente 03885,2024-08-29,,,,Novo,Ativo
3886,Cliente 03886,2024-01-05,,,,Novo,Ativo
3887,Cliente 03887,2025-08-18,,,,Recorrente,Ativo
3888,Cliente 03888,2024-12-26,,,,Recorrente,Ativo
3889,Cliente 03889,2025-04-03,,,,Novo,Inativo
3890,Cliente 03890,2024-09-04,,,,Novo,Ativo
3891,Cliente 03891,2025-07-19,,,,Novo,Ativo
3892,Cliente 03892,2025-11-03,,,,Novo,Ativo
3893,Cliente 03893,2025-02-25,,,,Novo,Ativo
3894,Cliente 03894,2024-01-15,,,,Recorrente,Inativo
3895,Cliente 03895,2025-07-26,,,,Novo,Ativo
3896,Cliente 03896,2024-05-01,,,,Novo,Ativo
3897,Cliente 03897,2024-10-03,,,,Novo,Ativo
3898,Cliente 03898,2025-07-11,,,,Novo,Ativo
3899,Cliente 03899,2025-03-28,,,,Recorrente,Ativo
3900,Cliente 03900,2025-01-24,,,,Novo,Ativo
3901,Cliente 03901,2024-10-20,,,,Novo,Ativo
3902,Cliente 03902,2025-07-27,,,,Recorrente,Ativo
3903,Cliente 03903,2025-08-20,,,,Novo,Ativo
3904,Cliente 03904,2025-03-21,,,,Recorrente,Ativo
3905,Cliente 03905,2024-07-28,,,,Recorrente,Ativo
3906,Cliente 03906,2025-08-12,,,,Novo,Inativo
3907,Cliente 03907,2025-12-14,,,,Recorrente,Ativo
3908,Cliente 03908,2024-10-28,,,,Novo,Ativo
3909,Cliente 03909,2024-08-10,,,,Novo,Ativo
3910,Cliente 03910,2024-01-03,,,,Novo,Ativo
3911,Cliente 03911,2025-06-01,,,,Novo,Ativo
3912,Cliente 03912,2024-04-02,,,,Recorrente,Ativo
3913,Cliente 03913,2025-06-03,,,,Recorrente,Ativo
3914,Cliente 03914,2025-03-03,,,,VIP,Ativo
3915,Cliente 03915,2025-05-07,,,,Recorrente,Ativo
3916,Cliente 03916,2024-08-22,,,,Novo,Ativo
3917,Cliente 03917,2025-09-11,,,,Novo,Ativo
3918,Cliente 03918,2024-06-09,,,,Novo,Ativo
3919,Cliente 03919,2025-12-21,,,,Novo,Ativo
3920,Cliente 03920,2024-11-26,,,,Novo,Ativo
3921,Cliente 03921,2024-11-28,,,,VIP,Inativo
3922,Cliente 03922,2024-02-19,,,,Novo,Ativo
3923,Cliente 03923,2025-06-06,,,,Novo,Ativo
3924,Cliente 03924,2025-10-29,,,,Novo,Ativo
3925,Cliente 03925,2025-05-06,,,,Recorrente,Ativo
3926,Cliente 03926,2025-08-04,,,,Recorrente,Ativo
3927,Cliente 03927,2025-11-11,,,,Recorrente,Ativo
3928,Cliente 03928,2024-09-28,,,,Novo,Ativo
3929,Cliente 03929,2025-08-02,,,,Recorrente,Ativo
3930,Cliente 03930,2024-09-08,,,,Novo,Ativo
3931,Cliente 03931,2025-07-13,,,,Recorrente,Ativo
3932,Cliente 03932,2025-11-26,,,,Novo,Ativo
3933,Cliente 03933,2025-11-29,,,,Novo,Ativo
3934,Cliente 03934,2024-03-30,,,,Novo,Ativo
3935,Cliente 03935,2025-03-21,,,,Recorrente,Ativo
3936,Cliente 03936,2024-11-27,,,,Novo,Ativo
3937,Cliente 03937,2024-05-18,,,,Recorrente,Ativo
3938,Cliente 03938,2024-12-22,,,,Novo,Ativo
3939,Cliente 03939,2025-08-23,,,,Novo,Ativo
3940,Cliente 03940,2024-09-30,,,,Novo,Ativo
3941,Cliente 03941,2024-01-19,,,,Novo,Ativo
3942,Cliente 03942,2024-11-06,,,,Novo,Ativo
3943,Cliente 03943,2024-06-02,,,,Novo,Ativo
3944,Cliente 03944,2025-01-24,,,,Recorrente,Ativo
3945,Cliente 03945,2024-09-16,,,,Novo,Ativo
3946,Cliente 03946,2025-09-11,,,,VIP,Ativo
3947,Cliente 03947,2025-07-24,,,,Recorrente,Ativo
3948,Cliente 03948,2024-05-04,,,,Recorrente,Ativo
3949,Cliente 03949,2024-12-19,,,,Novo,Ativo
3950,Cliente 03950,2024-09-29,,,,Novo,Ativo
3951,Cliente 03951,2025-09-10,,,,Novo,Ativo
3952,Cliente 03952,2024-09-01,,,,Recorrente,Ativo
3953,Cliente 03953,2025-03-25,,,,Recorrente,Ativo
3954,Cliente 03954,2024-09-03,,,,Novo,Inativo
3955,Cliente 03955,2025-06-03,,,,Novo,Ativo
3956,Cliente 03956,2024-05-20,,,,Recorrente,Ativo
3957,Cliente 03957,2024-12-27,,,,Novo,Ativo
3958,Cliente 03958,2024-01-08,,,,Recorrente,Ativo
3959,Cliente 03959,2025-04-22,,,,Novo,Ativo
3960,Cliente 03960,2024-12-17,,,,Recorrente,Ativo
3961,Cliente 03961,2025-05-09,,,,Novo,Ativo
3962,Cliente 03962,2025-08-28,,,,Novo,Ativo
3963,Cliente 03963,2025-03-02,,,,Recorrente,Ativo
3964,Cliente 03964,2024-02-08,,,,VIP,Inativo
3965,Cliente 03965,2025-08-15,,,,Novo,Ativo
3966,Cliente 03966,2024-07-05,,,,Novo,Inativo
3967,Cliente 03967,2025-08-18,,,,Recorrente,Ativo
3968,Cliente 03968,2025-08-22,,,,VIP,Ativo
3969,Cliente 03969,2024-04-02,,,,Recorrente,Ativo
3970,Cliente 03970,2024-03-26,,,,VIP,Inativo
3971,Cliente 03971,2024-02-13,,,,Novo,Ativo
3972,Cliente 03972,2024-05-16,,,,Novo,Ativo
3973,Cliente 03973,2025-02-24,,,,Recorrente,Ativo
3974,Cliente 03974,2024-03-14,,,,Recorrente,Ativo
3975,Cliente 03975,2025-07-01,,,,Novo,Ativo
3976,Cliente 03976,2025-09-04,,,,Novo,Inativo
3977,Cliente 03977,2025-05-26,,,,Recorrente,Ativo
3978,Cliente 03978,2024-06-04,,,,Novo,Ativo
3979,Cliente 03979,2024-09-11,,,,Novo,Ativo
3980,Cliente 03980,2024-06-19,,,,Novo,Ativo
3981,Cliente 03981,2025-12-28,,,,Recorrente,Ativo
3982,Cliente 03982,2024-06-18,,,,Recorrente,Ativo
3983,Cliente 03983,2024-11-17,,,,Novo,Ativo
3984,Cliente 03984,2025-07-20,,,,Recorrente,Ativo
3985,Cliente 03985,2025-03-31,,,,Recorrente,Ativo
3986,Cliente 03986,2025-08-25,,,,Novo,Ativo
3987,Cliente 03987,2025-09-04,,,,Recorrente,Ativo
3988,Cliente 03988,2024-06-03,,,,Novo,Ativo
3989,Cliente 03989,2024-12-14,,,,Novo,Ativo
3990,Cliente 03990,2025-03-26,,,,Novo,Ativo
3991,Cliente 03991,2025-10-14,,,,Novo,Ativo
3992,Cliente 03992,2024-06-21,,,,Novo,Ativo
3993,Cliente 03993,2024-01-10,,,,Recorrente,Ativo
3994,Cliente 03994,2024-09-21,,,,Recorrente,Ativo
3995,Cliente 03995,2025-03-13,,,,Recorrente,Ativo
3996,Cliente 03996,2024-09-03,,,,Novo,Ativo
3997,Cliente 03997,2025-10-28,,,,Novo,Ativo
3998,Cliente 03998,2025-06-29,,,,Novo,Ativo
3999,Cliente 03999,2025-05-13,,,,Novo,Ativo
4000,Cliente 04000,2024-05-08,,,,Novo,Ativo
4001,Cliente 04001,2025-11-02,,,,Recorrente,Inativo
4002,Cliente 04002,2025-08-23,,,,VIP,Ativo
4003,Cliente 04003,2025-08-27,,,,Novo,Ativo
4004,Cliente 04004,2024-11-22,,,,Novo,Ativo
4005,Cliente 04005,2025-02-07,,,,Recorrente,Ativo
4006,Cliente 04006,2025-09-20,,,,Novo,Ativo
4007,Cliente 04007,2025-08-28,,,,Recorrente,Ativo
4008,Cliente 04008,2025-11-05,,,,Recorrente,Ativo
4009,Cliente 04009,2025-09-02,,,,VIP,Ativo
4010,Cliente 04010,2025-09-16,,,,Novo,Ativo
4011,Cliente 04011,2024-12-24,,,,Recorrente,Ativo
4012,Cliente 04012,2025-08-25,,,,Novo,Ativo
4013,Cliente 04013,2025-12-18,,,,Recorrente,Ativo
4014,Cliente 04014,2024-01-17,,,,Novo,Ativo
4015,Cliente 04015,2024-09-30,,,,Novo,Ativo
4016,Cliente 04016,2025-11-15,,,,Novo,Ativo
4017,Cliente 04017,2024-04-25,,,,Novo,Ativo
4018,Cliente 04018,2025-11-23,,,,Recorrente,Ativo
4019,Cliente 04019,2024-03-31,,,,Recorrente,Ativo
4020,Cliente 04020,2024-03-22,,,,Recorrente,Ativo
4021,Cliente 04021,2024-11-19,,,,Novo,Ativo
4022,Cliente 04022,2024-04-23,,,,Recorrente,Ativo
4023,Cliente 04023,2024-02-27,,,,Novo,Ativo
4024,Cliente 04024,2024-06-02,,,,Recorrente,Ativo
4025,Cliente 04025,2025-02-07,,,,VIP,Ativo
4026,Cliente 04026,2025-09-19,,,,Novo,Ativo
4027,Cliente 04027,2024-09-22,,,,Recorrente,Ativo
4028,Cliente 04028,2024-11-10,,,,Novo,Ativo
4029,Cliente 04029,2025-12-15,,,,Novo,Inativo
4030,Cliente 04030,2024-02-10,,,,Novo,Ativo
4031,Cliente 04031,2024-04-14,,,,Novo,Ativo
4032,Cliente 04032,2024-07-11,,,,Recorrente,Ativo
4033,Cliente 04033,2025-02-04,,,,Novo,Ativo
4034,Cliente 04034,2024-10-04,,,,Novo,Ativo
4035,Cliente 04035,2024-12-19,,,,Recorrente,Ativo
4036,Cliente 04036,2025-08-02,,,,Recorrente,Ativo
4037,Cliente 04037,2025-12-09,,,,VIP,Ativo
4038,Cliente 04038,2024-09-12,,,,Recorrente,Ativo
4039,Cliente 04039,2025-10-12,,,,Recorrente,Ativo
4040,Cliente 04040,2025-10-22,,,,Novo,Ativo
4041,Cliente 04041,2024-04-08,,,,Novo,Ativo
4042,Cliente 04042,2025-08-10,,,,Novo,Ativo
4043,Cliente 04043,2024-10-08,,,,Novo,Ativo
4044,Cliente 04044,2025-02-06,,,,Recorrente,Ativo
4045,Cliente 04045,2024-04-18,,,,Novo,Ativo
4046,Cliente 04046,2025-11-30,,,,Recorrente,Ativo
4047,Cliente 04047,2024-07-17,,,,Novo,Inativo
4048,Cliente 04048,2024-10-29,,,,Novo,Ativo
4049,Cliente 04049,2024-11-22,,,,Novo,Ativo
4050,Cliente 04050,2024-06-02,,,,Recorrente,Ativo
4051,Cliente 04051,2025-07-05,,,,Recorrente,Ativo
4052,Cliente 04052,2025-10-06,,,,Recorrente,Ativo
4053,Cliente 04053,2025-02-08,,,,Novo,Ativo
4054,Cliente 04054,2025-04-06,,,,VIP,Ativo
4055,Cliente 04055,2024-05-11,,,,Novo,Ativo
4056,Cliente 04056,2024-03-24,,,,Novo,Ativo
4057,Cliente 04057,2025-02-02,,,,VIP,Ativo
4058,Cliente 04058,2025-09-19,,,,Novo,Ativo
4059,Cliente 04059,2024-04-18,,,,Recorrente,Ativo
4060,Cliente 04060,2024-08-08,,,,Novo,Ativo
4061,Cliente 04061,2025-07-06,,,,Recorrente,Ativo
4062,Cliente 04062,2025-01-02,,,,VIP,Ativo
4063,Cliente 04063,2024-05-26,,,,Novo,Ativo
4064,Cliente 04064,2024-04-21,,,,Recorrente,Ativo
4065,Cliente 04065,2025-09-06,,,,Novo,Ativo
4066,Cliente 04066,2025-07-11,,,,Recorrente,Ativo
4067,Cliente 04067,2025-05-08,,,,Novo,Ativo
4068,Cliente 04068,2025-05-19,,,,Novo,Ativo
4069,Cliente 04069,2025-04-19,,,,Novo,Ativo
4070,Cliente 04070,2024-09-27,,,,Novo,Ativo
4071,Cliente 04071,2025-02-24,,,,VIP,Ativo
4072,Cliente 04072,2025-12-07,,,,Novo,Ativo
4073,Cliente 04073,2025-01-01,,,,Novo,Ativo
4074,Cliente 04074,2024-10-06,,,,Novo,Ativo
4075,Cliente 04075,2024-10-09,,,,Novo,Ativo
4076,Cliente 04076,2024-02-09,,,,Recorrente,Ativo
4077,Cliente 04077,2024-07-07,,,,VIP,Ativo
4078,Cliente 04078,2024-06-12,,,,Novo,Ativo
4079,Cliente 04079,2025-06-19,,,,Recorrente,Ativo
4080,Cliente 04080,2025-06-19,,,,Recorrente,Ativo
4081,Cliente 04081,2024-01-04,,,,Novo,Inativo
4082,Cliente 04082,2024-10-16,,,,Recorrente,Ativo
4083,Cliente 04083,2025-03-08,,,,Novo,Ativo
4084,Cliente 04084,2025-04-15,,,,Recorrente,Ativo
4085,Cliente 04085,2024-06-29,,,,Recorrente,Ativo
4086,Cliente 04086,2024-09-04,,,,Novo,Ativo
4087,Cliente 04087,2025-09-19,,,,VIP,Ativo
4088,Cliente 04088,2024-10-05,,,,Recorrente,Ativo
4089,Cliente 04089,2025-08-03,,,,Novo,Ativo
4090,Cliente 04090,2024-09-10,,,,Recorrente,Ativo
4091,Cliente 04091,2024-06-29,,,,Novo,Ativo
4092,Cliente 04092,2025-11-11,,,,VIP,Ativo
4093,Cliente 04093,2025-05-23,,,,Recorrente,Ativo
4094,Cliente 04094,2025-11-30,,,,Novo,Ativo
4095,Cliente 04095,2025-07-19,,,,Novo,Ativo
4096,Cliente 04096,2024-11-21,,,,Recorrente,Ativo
4097,Cliente 04097,2024-12-22,,,,Novo,Ativo
4098,Cliente 04098,2025-10-11,,,,Novo,Ativo
4099,Cliente 04099,2025-11-10,,,,Novo,Ativo
4100,Cliente 04100,2025-01-25,,,,Novo,Ativo
4101,Cliente 04101,2025-09-06,,,,Novo,Ativo
4102,Cliente 04102,2024-03-25,,,,Novo,Inativo
4103,Cliente 04103,2024-11-12,,,,Novo,Ativo
4104,Cliente 04104,2024-07-30,,,,Recorrente,Ativo
4105,Cliente 04105,2025-05-29,,,,Novo,Ativo
4106,Cliente 04106,2025-01-18,,,,Novo,Ativo
4107,Cliente 04107,2025-11-21,,,,Novo,Ativo
4108,Cliente 04108,2024-12-07,,,,Recorrente,Ativo
4109,Cliente 04109,2024-02-07,,,,Novo,Ativo
4110,Cliente 04110,2025-05-25,,,,Novo,Ativo
4111,Cliente 04111,2025-02-23,,,,Novo,Ativo
4112,Cliente 04112,2024-06-17,,,,Recorrente,Ativo
4113,Cliente 04113,2024-12-08,,,,Recorrente,Ativo
4114,Cliente 04114,2024-11-01,,,,Recorrente,Ativo
4115,Cliente 04115,2025-06-25,,,,Recorrente,Ativo
4116,Cliente 04116,2025-12-02,,,,Recorrente,Ativo
4117,Cliente 04117,2025-06-20,,,,Novo,Ativo
4118,Cliente 04118,2024-04-21,,,,Recorrente,Ativo
4119,Cliente 04119,2025-02-14,,,,Novo,Ativo
4120,Cliente 04120,2024-07-24,,,,Recorrente,Ativo
4121,Cliente 04121,2024-07-03,,,,Recorrente,Ativo
4122,Cliente 04122,2025-01-16,,,,Novo,Ativo
4123,Cliente 04123,2025-05-10,,,,Novo,Ativo
4124,Cliente 04124,2025-01-13,,,,Novo,Ativo
4125,Cliente 04125,2024-02-16,,,,Recorrente,Ativo
4126,Cliente 04126,2025-07-04,,,,Recorrente,Ativo
4127,Cliente 04127,2025-06-11,,,,Recorrente,Ativo
4128,Cliente 04128,2025-05-18,,,,Novo,Ativo
4129,Cliente 04129,2024-01-22,,,,Recorrente,Ativo
4130,Cliente 04130,2024-07-31,,,,Recorrente,Ativo
4131,Cliente 04131,2024-11-05,,,,Recorrente,Ativo
4132,Cliente 04132,2025-10-22,,,,Novo,Ativo
4133,Cliente 04133,2024-09-28,,,,Novo,Ativo
4134,Cliente 04134,2025-07-24,,,,Recorrente,Ativo
4135,Cliente 04135,2024-07-20,,,,Recorrente,Ativo
4136,Cliente 04136,2024-02-01,,,,VIP,Ativo
4137,Cliente 04137,2025-03-18,,,,Novo,Ativo
4138,Cliente 04138,2024-06-10,,,,Novo,Ativo
4139,Cliente 04139,2024-09-10,,,,VIP,Ativo
4140,Cliente 04140,2025-06-04,,,,Novo,Ativo
4141,Cliente 04141,2025-10-12,,,,Recorrente,Ativo
4142,Cliente 04142,2025-04-24,,,,Novo,Ativo
4143,Cliente 04143,2024-01-10,,,,Novo,Ativo
4144,Cliente 04144,2025-12-26,,,,Recorrente,Inativo
4145,Cliente 04145,2025-05-19,,,,Recorrente,Ativo
4146,Cliente 04146,2025-07-13,,,,Novo,Ativo
4147,Cliente 04147,2025-03-11,,,,Novo,Ativo
4148,Cliente 04148,2024-04-20,,,,Recorrente,Ativo
4149,Cliente 04149,2024-06-01,,,,Novo,Ativo
4150,Cliente 04150,2025-09-26,,,,Recorrente,Ativo
4151,Cliente 04151,2024-04-11,,,,Novo,Ativo
4152,Cliente 04152,2024-07-09,,,,Recorrente,Ativo
4153,Cliente 04153,2025-12-29,,,,VIP,Ativo
4154,Cliente 04154,2025-07-16,,,,Recorrente,Ativo
4155,Cliente 04155,2024-03-21,,,,Novo,Ativo
4156,Cliente 04156,2025-05-03,,,,Recorrente,Ativo
4157,Cliente 04157,2024-03-28,,,,Novo,Inativo
4158,Cliente 04158,2024-07-12,,,,Novo,Ativo
4159,Cliente 04159,2024-04-13,,,,VIP,Ativo
4160,Cliente 04160,2024-04-05,,,,Recorrente,Ativo
4161,Cliente 04161,2025-02-26,,,,Recorrente,Ativo
4162,Cliente 04162,2024-07-16,,,,Novo,Ativo
4163,Cliente 04163,2024-01-01,,,,Novo,Ativo
4164,Cliente 04164,2025-02-10,,,,Novo,Ativo
4165,Cliente 04165,2025-01-12,,,,Recorrente,Ativo
4166,Cliente 04166,2024-06-15,,,,Recorrente,Ativo
4167,Cliente 04167,2025-05-23,,,,Novo,Ativo
4168,Cliente 04168,2025-09-29,,,,Recorrente,Ativo
4169,Cliente 04169,2024-11-08,,,,Novo,Ativo
4170,Cliente 04170,2025-08-15,,,,Novo,Ativo
4171,Cliente 04171,2025-02-21,,,,Novo,Ativo
4172,Cliente 04172,2025-11-11,,,,Novo,Ativo
4173,Cliente 04173,2025-04-21,,,,Novo,Ativo
4174,Cliente 04174,2024-03-13,,,,VIP,Ativo
4175,Cliente 04175,2024-05-20,,,,Novo,Ativo
4176,Cliente 04176,2025-08-04,,,,VIP,Ativo
4177,Cliente 04177,2024-09-18,,,,Novo,Ativo
4178,Cliente 04178,2024-12-05,,,,VIP,Ativo
4179,Cliente 04179,2024-11-03,,,,Recorrente,Ativo
4180,Cliente 04180,2024-09-01,,,,VIP,Ativo
4181,Cliente 04181,2025-05-29,,,,Novo,Ativo
4182,Cliente 04182,2024-12-02,,,,Recorrente,Ativo
4183,Cliente 04183,2025-07-28,,,,VIP,Ativo
4184,Cliente 04184,2025-07-14,,,,Novo,Inativo
4185,Cliente 04185,2024-03-16,,,,Novo,Ativo
4186,Cliente 04186,2024-06-23,,,,Novo,Ativo
4187,Cliente 04187,2024-04-18,,,,VIP,Ativo
4188,Cliente 04188,2024-07-01,,,,Novo,Ativo
4189,Cliente 04189,2024-07-10,,,,Novo,Ativo
4190,Cliente 04190,2024-03-05,,,,Novo,Ativo
4191,Cliente 04191,2025-04-18,,,,Novo,Ativo
4192,Cliente 04192,2024-04-09,,,,Recorrente,Ativo
4193,Cliente 04193,2025-06-27,,,,Novo,Ativo
4194,Cliente 04194,2024-05-07,,,,Recorrente,Ativo
4195,Cliente 04195,2025-03-27,,,,VIP,Ativo
4196,Cliente 04196,2025-01-03,,,,Novo,Ativo
4197,Cliente 04197,2024-02-12,,,,Recorrente,Inativo
4198,Cliente 04198,2025-02-22,,,,Novo,Ativo
4199,Cliente 04199,2025-05-02,,,,Recorrente,Ativo
4200,Cliente 04200,2024-03-18,,,,Novo,Ativo
4201,Cliente 04201,2024-09-26,,,,Recorrente,Ativo
4202,Cliente 04202,2025-11-04,,,,Novo,Ativo
4203,Cliente 04203,2025-12-01,,,,Novo,Ativo
4204,Cliente 04204,2025-12-28,,,,Recorrente,Ativo
4205,Cliente 04205,2024-11-10,,,,Novo,Ativo
4206,Cliente 04206,2024-06-16,,,,Recorrente,Ativo
4207,Cliente 04207,2024-12-04,,,,Novo,Ativo
4208,Cliente 04208,2024-07-11,,,,Recorrente,Ativo
4209,Cliente 04209,2025-03-28,,,,Novo,Ativo
4210,Cliente 04210,2024-10-09,,,,Recorrente,Ativo
4211,Cliente 04211,2024-12-01,,,,Novo,Ativo
4212,Cliente 04212,2025-01-24,,,,Novo,Ativo
4213,Cliente 04213,2025-06-08,,,,Novo,Ativo
4214,Cliente 04214,2024-08-27,,,,Recorrente,Ativo
4215,Cliente 04215,2025-04-27,,,,Novo,Ativo
4216,Cliente 04216,2025-10-20,,,,Recorrente,Ativo
4217,Cliente 04217,2025-12-16,,,,Recorrente,Ativo
4218,Cliente 04218,2025-08-14,,,,Novo,Ativo
4219,Cliente 04219,2025-07-08,,,,Recorrente,Ativo
4220,Cliente 04220,2025-04-02,,,,Novo,Ativo
4221,Cliente 04221,2024-03-29,,,,Novo,Ativo
4222,Cliente 04222,2025-10-21,,,,Recorrente,Ativo
4223,Cliente 04223,2024-04-04,,,,Recorrente,Ativo
4224,Cliente 04224,2025-03-27,,,,Recorrente,Ativo
4225,Cliente 04225,2025-03-03,,,,Novo,Ativo
4226,Cliente 04226,2024-05-30,,,,Novo,Inativo
4227,Cliente 04227,2025-05-28,,,,Novo,Ativo
4228,Cliente 04228,2025-01-10,,,,Recorrente,Ativo
4229,Cliente 04229,2024-01-22,,,,Novo,Ativo
4230,Cliente 04230,2024-11-08,,,,Recorrente,Ativo
4231,Cliente 04231,2025-06-02,,,,Novo,Ativo
4232,Cliente 04232,2024-07-24,,,,Novo,Ativo
4233,Cliente 04233,2025-01-09,,,,Novo,Ativo
4234,Cliente 04234,2025-03-26,,,,Novo,Ativo
4235,Cliente 04235,2025-09-17,,,,Novo,Ativo
4236,Cliente 04236,2025-08-17,,,,Recorrente,Inativo
4237,Cliente 04237,2024-06-27,,,,Recorrente,Ativo
4238,Cliente 04238,2024-07-28,,,,Novo,Ativo
4239,Cliente 04239,2025-05-14,,,,Novo,Ativo
4240,Cliente 04240,2025-04-08,,,,Novo,Ativo
4241,Cliente 04241,2024-05-03,,,,Recorrente,Ativo
4242,Cliente 04242,2024-04-22,,,,Novo,Ativo
4243,Cliente 04243,2024-01-12,,,,VIP,Ativo
4244,Cliente 04244,2024-05-05,,,,Novo,Ativo
4245,Cliente 04245,2025-07-18,,,,Novo,Ativo
4246,Cliente 04246,2024-11-26,,,,VIP,Inativo
4247,Cliente 04247,2024-10-09,,,,Novo,Ativo
4248,Cliente 04248,2024-05-19,,,,Recorrente,Ativo
4249,Cliente 04249,2025-02-04,,,,Novo,Ativo
4250,Cliente 04250,2024-04-06,,,,Novo,Ativo
4251,Cliente 04251,2025-05-31,,,,Novo,Ativo
4252,Cliente 04252,2025-07-22,,,,Recorrente,Inativo
4253,Cliente 04253,2024-03-09,,,,Recorrente,Ativo
4254,Cliente 04254,2024-04-27,,,,Novo,Inativo
4255,Cliente 04255,2024-02-28,,,,VIP,Ativo
4256,Cliente 04256,2024-02-02,,,,Novo,Ativo
4257,Cliente 04257,2024-11-13,,,,Novo,Ativo
4258,Cliente 04258,2024-02-19,,,,Novo,Ativo
4259,Cliente 04259,2025-05-03,,,,Novo,Ativo
4260,Cliente 04260,2024-01-19,,,,Novo,Ativo
4261,Cliente 04261,2025-12-26,,,,VIP,Ativo
4262,Cliente 04262,2024-07-15,,,,Novo,Ativo
4263,Cliente 04263,2025-03-25,,,,Novo,Ativo
4264,Cliente 04264,2025-07-12,,,,Novo,Ativo
4265,Cliente 04265,2025-11-09,,,,Recorrente,Ativo
4266,Cliente 04266,2025-03-27,,,,Recorrente,Ativo
4267,Cliente 04267,2024-10-15,,,,Novo,Ativo
4268,Cliente 04268,2024-05-20,,,,Novo,Ativo
4269,Cliente 04269,2024-03-24,,,,Novo,Ativo
4270,Cliente 04270,2025-11-24,,,,Novo,Ativo
4271,Cliente 04271,2025-01-25,,,,Novo,Ativo
4272,Cliente 04272,2025-08-13,,,,Novo,Ativo
4273,Cliente 04273,2024-08-02,,,,Novo,Ativo
4274,Cliente 04274,2025-06-09,,,,Novo,Ativo
4275,Cliente 04275,2024-08-02,,,,Novo,Ativo
4276,Cliente 04276,2025-02-06,,,,VIP,Inativo
4277,Cliente 04277,2024-05-07,,,,VIP,Ativo
4278,Cliente 04278,2025-04-21,,,,Recorrente,Ativo
4279,Cliente 04279,2025-02-07,,,,Novo,Ativo
4280,Cliente 04280,2024-01-29,,,,Novo,Ativo
4281,Cliente 04281,2024-12-03,,,,Novo,Ativo
4282,Cliente 04282,2025-12-14,,,,Recorrente,Ativo
4283,Cliente 04283,2024-12-26,,,,Novo,Inativo
4284,Cliente 04284,2025-07-22,,,,Recorrente,Ativo
4285,Cliente 04285,2025-01-26,,,,VIP,Ativo
4286,Cliente 04286,2024-08-05,,,,Novo,Ativo
4287,Cliente 04287,2025-07-27,,,,Recorrente,Ativo
4288,Cliente 04288,2025-10-30,,,,Novo,Ativo
4289,Cliente 04289,2024-07-20,,,,Novo,Ativo
4290,Cliente 04290,2024-01-17,,,,Novo,Ativo
4291,Cliente 04291,2024-11-17,,,,Novo,Ativo
4292,Cliente 04292,2025-06-01,,,,Recorrente,Ativo
4293,Cliente 04293,2025-07-23,,,,Novo,Ativo
4294,Cliente 04294,2024-11-20,,,,Novo,Ativo
4295,Cliente 04295,2025-02-15,,,,Recorrente,Ativo
4296,Cliente 04296,2024-11-13,,,,Recorrente,Ativo
4297,Cliente 04297,2025-11-11,,,,Novo,Ativo
4298,Cliente 04298,2024-03-22,,,,Recorrente,Ativo
4299,Cliente 04299,2025-04-18,,,,Recorrente,Ativo
4300,Cliente 04300,2025-04-12,,,,Novo,Ativo
4301,Cliente 04301,2025-02-28,,,,Novo,Ativo
4302,Cliente 04302,2025-12-31,,,,Novo,Ativo
4303,Cliente 04303,2025-11-19,,,,Recorrente,Ativo
4304,Cliente 04304,2024-07-22,,,,Recorrente,Ativo
4305,Cliente 04305,2025-08-05,,,,Recorrente,Inativo
4306,Cliente 04306,2025-01-21,,,,Novo,Ativo
4307,Cliente 04307,2024-04-07,,,,Novo,Ativo
4308,Cliente 04308,2024-12-10,,,,Novo,Ativo
4309,Cliente 04309,2024-07-26,,,,Novo,Ativo
4310,Cliente 04310,2025-05-28,,,,Recorrente,Ativo
